102051 silly lifecycle isexe@2.0.0~preinstall: no script for preinstall, continuing
107824 verbose linkBins window-size@0.1.0
107825 verbose linkMans window-size@0.1.0
107826 silly build minimist@1.2.0
107827 info linkStuff minimist@1.2.0
107828 silly linkStuff minimist@1.2.0 has /home/azureuser/compair/node_modules/wiredep-cli/node_modules as its parent node_modules
107829 verbose linkBins minimist@1.2.0
107830 verbose linkMans minimist@1.2.0
107831 silly build lodash@4.17.15
107832 info linkStuff lodash@4.17.15
107833 silly linkStuff lodash@4.17.15 has /home/azureuser/compair/node_modules/wiredep/node_modules as its parent node_modules
107834 verbose linkBins lodash@4.17.15
107835 verbose linkMans lodash@4.17.15
107836 silly build wordwrap@0.0.2
107837 info linkStuff wordwrap@0.0.2
107838 silly linkStuff wordwrap@0.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
107839 verbose linkBins wordwrap@0.0.2
107840 verbose linkMans wordwrap@0.0.2
107841 silly build cliui@2.1.0
107842 info linkStuff cliui@2.1.0
107843 silly linkStuff cliui@2.1.0 has /home/azureuser/compair/node_modules/uglify-js/node_modules as its parent node_modules
107844 verbose linkBins cliui@2.1.0
107845 verbose linkMans cliui@2.1.0
107846 silly build yargs@3.10.0
107847 info linkStuff yargs@3.10.0
107848 silly linkStuff yargs@3.10.0 has /home/azureuser/compair/node_modules/uglify-js/node_modules as its parent node_modules
107849 verbose linkBins yargs@3.10.0
107850 verbose linkMans yargs@3.10.0
107851 silly build uglify-js@2.8.29
107852 info linkStuff uglify-js@2.8.29
107853 silly linkStuff uglify-js@2.8.29 has /home/azureuser/compair/node_modules as its parent node_modules
107854 verbose linkBins uglify-js@2.8.29
107855 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
107855 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
107855 verbose link bins   false ]
107856 verbose linkMans uglify-js@2.8.29
107857 silly gentlyRm /home/azureuser/compair/node_modules/.bin/uglifyjs is being purged
107858 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/uglifyjs
107859 silly build optimist@0.6.1
107860 info linkStuff optimist@0.6.1
107861 silly linkStuff optimist@0.6.1 has /home/azureuser/compair/node_modules as its parent node_modules
107862 verbose linkBins optimist@0.6.1
107863 verbose linkMans optimist@0.6.1
107864 silly build bower-config@1.4.1
107865 info linkStuff bower-config@1.4.1
107866 silly linkStuff bower-config@1.4.1 has /home/azureuser/compair/node_modules as its parent node_modules
107867 verbose linkBins bower-config@1.4.1
107868 verbose linkMans bower-config@1.4.1
107869 silly build wrap-ansi@2.1.0
107870 info linkStuff wrap-ansi@2.1.0
107871 silly linkStuff wrap-ansi@2.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
107872 verbose linkBins wrap-ansi@2.1.0
107873 verbose linkMans wrap-ansi@2.1.0
107874 silly build cliui@3.2.0
107875 info linkStuff cliui@3.2.0
107876 silly linkStuff cliui@3.2.0 has /home/azureuser/compair/node_modules as its parent node_modules
107877 verbose linkBins cliui@3.2.0
107878 verbose linkMans cliui@3.2.0
107879 silly build wrappy@1.0.2
107880 info linkStuff wrappy@1.0.2
107881 silly linkStuff wrappy@1.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
107882 verbose linkBins wrappy@1.0.2
107883 verbose linkMans wrappy@1.0.2
107884 silly build once@1.4.0
107885 info linkStuff once@1.4.0
107886 silly linkStuff once@1.4.0 has /home/azureuser/compair/node_modules as its parent node_modules
107887 verbose linkBins once@1.4.0
107888 verbose linkMans once@1.4.0
107889 silly build run-async@0.1.0
107890 info linkStuff run-async@0.1.0
107891 silly linkStuff run-async@0.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
107892 verbose linkBins run-async@0.1.0
107893 verbose linkMans run-async@0.1.0
107894 silly build inquirer@0.11.4
107895 info linkStuff inquirer@0.11.4
107896 silly linkStuff inquirer@0.11.4 has /home/azureuser/compair/node_modules as its parent node_modules
107897 verbose linkBins inquirer@0.11.4
107898 verbose linkMans inquirer@0.11.4
107899 silly build now-and-later@2.0.1
107900 info linkStuff now-and-later@2.0.1
107901 silly linkStuff now-and-later@2.0.1 has /home/azureuser/compair/node_modules as its parent node_modules
107902 verbose linkBins now-and-later@2.0.1
107903 verbose linkMans now-and-later@2.0.1
107904 silly build vinyl-sourcemap@1.1.0
107905 info linkStuff vinyl-sourcemap@1.1.0
107906 silly linkStuff vinyl-sourcemap@1.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
107907 verbose linkBins vinyl-sourcemap@1.1.0
107908 verbose linkMans vinyl-sourcemap@1.1.0
107909 silly build end-of-stream@1.4.1
107910 info linkStuff end-of-stream@1.4.1
107911 silly linkStuff end-of-stream@1.4.1 has /home/azureuser/compair/node_modules as its parent node_modules
107912 verbose linkBins end-of-stream@1.4.1
107913 verbose linkMans end-of-stream@1.4.1
107914 silly build pump@2.0.1
107915 info linkStuff pump@2.0.1
107916 silly linkStuff pump@2.0.1 has /home/azureuser/compair/node_modules as its parent node_modules
107917 verbose linkBins pump@2.0.1
107918 verbose linkMans pump@2.0.1
107919 silly build duplexify@3.7.1
107920 info linkStuff duplexify@3.7.1
107921 silly linkStuff duplexify@3.7.1 has /home/azureuser/compair/node_modules as its parent node_modules
107922 verbose linkBins duplexify@3.7.1
107923 verbose linkMans duplexify@3.7.1
107924 silly build pumpify@1.5.1
107925 info linkStuff pumpify@1.5.1
107926 silly linkStuff pumpify@1.5.1 has /home/azureuser/compair/node_modules as its parent node_modules
107927 verbose linkBins pumpify@1.5.1
107928 verbose linkMans pumpify@1.5.1
107929 silly build async-done@1.3.2
107930 info linkStuff async-done@1.3.2
107931 silly linkStuff async-done@1.3.2 has /home/azureuser/compair/node_modules as its parent node_modules
107932 verbose linkBins async-done@1.3.2
107933 verbose linkMans async-done@1.3.2
107934 silly build glob-watcher@5.0.3
107935 info linkStuff glob-watcher@5.0.3
107936 silly linkStuff glob-watcher@5.0.3 has /home/azureuser/compair/node_modules as its parent node_modules
107937 verbose linkBins glob-watcher@5.0.3
107938 verbose linkMans glob-watcher@5.0.3
107939 silly build async-settle@1.0.0
107940 info linkStuff async-settle@1.0.0
107941 silly linkStuff async-settle@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
107942 verbose linkBins async-settle@1.0.0
107943 verbose linkMans async-settle@1.0.0
107944 silly build bach@1.2.0
107945 info linkStuff bach@1.2.0
107946 silly linkStuff bach@1.2.0 has /home/azureuser/compair/node_modules as its parent node_modules
107947 verbose linkBins bach@1.2.0
107948 verbose linkMans bach@1.2.0
107949 silly build undertaker@1.2.1
107950 info linkStuff undertaker@1.2.1
107951 silly linkStuff undertaker@1.2.1 has /home/azureuser/compair/node_modules as its parent node_modules
107952 verbose linkBins undertaker@1.2.1
107953 verbose linkMans undertaker@1.2.1
107954 silly build inflight@1.0.6
107955 info linkStuff inflight@1.0.6
107956 silly linkStuff inflight@1.0.6 has /home/azureuser/compair/node_modules as its parent node_modules
107957 verbose linkBins inflight@1.0.6
107958 verbose linkMans inflight@1.0.6
107959 silly build glob@5.0.15
107960 info linkStuff glob@5.0.15
107961 silly linkStuff glob@5.0.15 has /home/azureuser/compair/node_modules/main-bower-files/node_modules as its parent node_modules
107962 verbose linkBins glob@5.0.15
107963 verbose linkMans glob@5.0.15
107964 silly build glob@5.0.15
107965 info linkStuff glob@5.0.15
107966 silly linkStuff glob@5.0.15 has /home/azureuser/compair/node_modules/globby/node_modules as its parent node_modules
107967 verbose linkBins glob@5.0.15
107968 verbose linkMans glob@5.0.15
107969 silly build globby@2.1.0
107970 info linkStuff globby@2.1.0
107971 silly linkStuff globby@2.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
107972 verbose linkBins globby@2.1.0
107973 verbose linkMans globby@2.1.0
107974 silly build glob@7.1.4
107975 info linkStuff glob@7.1.4
107976 silly linkStuff glob@7.1.4 has /home/azureuser/compair/node_modules as its parent node_modules
107977 verbose linkBins glob@7.1.4
107978 verbose linkMans glob@7.1.4
107979 silly build rimraf@2.6.3
107980 info linkStuff rimraf@2.6.3
107981 silly linkStuff rimraf@2.6.3 has /home/azureuser/compair/node_modules as its parent node_modules
107982 verbose linkBins rimraf@2.6.3
107983 verbose link bins [ { rimraf: './bin.js' },
107983 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
107983 verbose link bins   false ]
107984 verbose linkMans rimraf@2.6.3
107985 silly gentlyRm /home/azureuser/compair/node_modules/.bin/rimraf is being purged
107986 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/rimraf
107987 silly build sauce-connect-launcher@1.2.7
107988 info linkStuff sauce-connect-launcher@1.2.7
107989 silly linkStuff sauce-connect-launcher@1.2.7 has /home/azureuser/compair/node_modules as its parent node_modules
107990 verbose linkBins sauce-connect-launcher@1.2.7
107991 verbose linkMans sauce-connect-launcher@1.2.7
107992 silly build globby@5.0.0
107993 info linkStuff globby@5.0.0
107994 silly linkStuff globby@5.0.0 has /home/azureuser/compair/node_modules/protractor/node_modules as its parent node_modules
107995 verbose linkBins globby@5.0.0
107996 verbose linkMans globby@5.0.0
107997 silly build del@2.2.2
107998 info linkStuff del@2.2.2
107999 silly linkStuff del@2.2.2 has /home/azureuser/compair/node_modules/protractor/node_modules as its parent node_modules
108000 verbose linkBins del@2.2.2
108001 verbose linkMans del@2.2.2
108002 silly build protractor-cucumber-framework@4.1.1
108003 info linkStuff protractor-cucumber-framework@4.1.1
108004 silly linkStuff protractor-cucumber-framework@4.1.1 has /home/azureuser/compair/node_modules as its parent node_modules
108005 verbose linkBins protractor-cucumber-framework@4.1.1
108006 verbose linkMans protractor-cucumber-framework@4.1.1
108007 silly build jasmine@2.8.0
108008 info linkStuff jasmine@2.8.0
108009 silly linkStuff jasmine@2.8.0 has /home/azureuser/compair/node_modules as its parent node_modules
108010 verbose linkBins jasmine@2.8.0
108011 verbose link bins [ { jasmine: './bin/jasmine.js' },
108011 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108011 verbose link bins   false ]
108012 verbose linkMans jasmine@2.8.0
108013 silly gentlyRm /home/azureuser/compair/node_modules/.bin/jasmine is being purged
108014 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/jasmine
108015 silly build globby@6.1.0
108016 info linkStuff globby@6.1.0
108017 silly linkStuff globby@6.1.0 has /home/azureuser/compair/node_modules/del/node_modules as its parent node_modules
108018 verbose linkBins globby@6.1.0
108019 verbose linkMans globby@6.1.0
108020 silly build del@3.0.0
108021 info linkStuff del@3.0.0
108022 silly linkStuff del@3.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
108023 verbose linkBins del@3.0.0
108024 verbose linkMans del@3.0.0
108025 silly build cucumber@1.3.3
108026 info linkStuff cucumber@1.3.3
108027 silly linkStuff cucumber@1.3.3 has /home/azureuser/compair/node_modules as its parent node_modules
108028 verbose linkBins cucumber@1.3.3
108029 verbose link bins [ { 'cucumber.js': './bin/cucumber.js',
108029 verbose link bins     'cucumber-js': './bin/cucumber.js',
108029 verbose link bins     cucumberjs: './bin/cucumber.js' },
108029 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108029 verbose link bins   false ]
108030 verbose linkMans cucumber@1.3.3
108031 silly gentlyRm /home/azureuser/compair/node_modules/.bin/cucumber.js is being purged
108032 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/cucumber.js
108033 silly gentlyRm /home/azureuser/compair/node_modules/.bin/cucumber-js is being purged
108034 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/cucumber-js
108035 silly gentlyRm /home/azureuser/compair/node_modules/.bin/cucumberjs is being purged
108036 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/cucumberjs
108037 silly build accord@0.29.0
108038 info linkStuff accord@0.29.0
108039 silly linkStuff accord@0.29.0 has /home/azureuser/compair/node_modules as its parent node_modules
108040 verbose linkBins accord@0.29.0
108041 verbose linkMans accord@0.29.0
108042 silly build ws@3.3.3
108043 info linkStuff ws@3.3.3
108044 silly linkStuff ws@3.3.3 has /home/azureuser/compair/node_modules as its parent node_modules
108045 verbose linkBins ws@3.3.3
108046 verbose linkMans ws@3.3.3
108047 silly build engine.io@3.2.1
108048 info linkStuff engine.io@3.2.1
108049 silly linkStuff engine.io@3.2.1 has /home/azureuser/compair/node_modules as its parent node_modules
108050 verbose linkBins engine.io@3.2.1
108051 verbose linkMans engine.io@3.2.1
108052 silly build xmlbuilder@9.0.7
108053 info linkStuff xmlbuilder@9.0.7
108054 silly linkStuff xmlbuilder@9.0.7 has /home/azureuser/compair/node_modules as its parent node_modules
108055 verbose linkBins xmlbuilder@9.0.7
108056 verbose linkMans xmlbuilder@9.0.7
108057 silly build xml2js@0.4.19
108058 info linkStuff xml2js@0.4.19
108059 silly linkStuff xml2js@0.4.19 has /home/azureuser/compair/node_modules as its parent node_modules
108060 verbose linkBins xml2js@0.4.19
108061 verbose linkMans xml2js@0.4.19
108062 silly build selenium-webdriver@3.6.0
108063 info linkStuff selenium-webdriver@3.6.0
108064 silly linkStuff selenium-webdriver@3.6.0 has /home/azureuser/compair/node_modules as its parent node_modules
108065 verbose linkBins selenium-webdriver@3.6.0
108066 verbose linkMans selenium-webdriver@3.6.0
108067 silly build webdriver-js-extender@2.1.0
108068 info linkStuff webdriver-js-extender@2.1.0
108069 silly linkStuff webdriver-js-extender@2.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
108070 verbose linkBins webdriver-js-extender@2.1.0
108071 verbose linkMans webdriver-js-extender@2.1.0
108072 silly build webdriver-manager@12.1.5
108073 info linkStuff webdriver-manager@12.1.5
108074 silly linkStuff webdriver-manager@12.1.5 has /home/azureuser/compair/node_modules/protractor/node_modules as its parent node_modules
108075 verbose linkBins webdriver-manager@12.1.5
108076 verbose link bins [ { 'webdriver-manager': 'bin/webdriver-manager' },
108076 verbose link bins   '/home/azureuser/compair/node_modules/protractor/node_modules/.bin',
108076 verbose link bins   false ]
108077 verbose linkMans webdriver-manager@12.1.5
108078 silly gentlyRm /home/azureuser/compair/node_modules/protractor/node_modules/.bin/webdriver-manager is being purged
108079 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/protractor/node_modules/.bin/webdriver-manager
108080 silly build protractor@5.4.2
108081 info linkStuff protractor@5.4.2
108082 silly linkStuff protractor@5.4.2 has /home/azureuser/compair/node_modules as its parent node_modules
108083 verbose linkBins protractor@5.4.2
108084 verbose link bins [ { protractor: 'bin/protractor',
108084 verbose link bins     'webdriver-manager': 'bin/webdriver-manager' },
108084 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108084 verbose link bins   false ]
108085 verbose linkMans protractor@5.4.2
108086 silly gentlyRm /home/azureuser/compair/node_modules/.bin/protractor is being purged
108087 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/protractor
108088 silly gentlyRm /home/azureuser/compair/node_modules/.bin/webdriver-manager is being purged
108089 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/webdriver-manager
108090 silly build gulp-protractor@4.1.1
108091 info linkStuff gulp-protractor@4.1.1
108092 silly linkStuff gulp-protractor@4.1.1 has /home/azureuser/compair/node_modules as its parent node_modules
108093 verbose linkBins gulp-protractor@4.1.1
108094 verbose linkMans gulp-protractor@4.1.1
108095 silly build xmlhttprequest-ssl@1.5.5
108096 info linkStuff xmlhttprequest-ssl@1.5.5
108097 silly linkStuff xmlhttprequest-ssl@1.5.5 has /home/azureuser/compair/node_modules as its parent node_modules
108098 verbose linkBins xmlhttprequest-ssl@1.5.5
108099 verbose linkMans xmlhttprequest-ssl@1.5.5
108100 silly build xtend@4.0.2
108101 info linkStuff xtend@4.0.2
108102 silly linkStuff xtend@4.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
108103 verbose linkBins xtend@4.0.2
108104 verbose linkMans xtend@4.0.2
108105 silly build through2@2.0.5
108106 info linkStuff through2@2.0.5
108107 silly linkStuff through2@2.0.5 has /home/azureuser/compair/node_modules as its parent node_modules
108108 verbose linkBins through2@2.0.5
108109 verbose linkMans through2@2.0.5
108110 silly build wiredep@4.0.0
108111 info linkStuff wiredep@4.0.0
108112 silly linkStuff wiredep@4.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
108113 verbose linkBins wiredep@4.0.0
108114 verbose linkMans wiredep@4.0.0
108115 silly build wiredep-cli@0.1.0
108116 info linkStuff wiredep-cli@0.1.0
108117 silly linkStuff wiredep-cli@0.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
108118 verbose linkBins wiredep-cli@0.1.0
108119 verbose link bins [ { wiredep: './wiredep-cli.js' },
108119 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108119 verbose link bins   false ]
108120 verbose linkMans wiredep-cli@0.1.0
108121 silly gentlyRm /home/azureuser/compair/node_modules/.bin/wiredep is being purged
108122 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/wiredep
108123 silly build vinyl-buffer@1.0.1
108124 info linkStuff vinyl-buffer@1.0.1
108125 silly linkStuff vinyl-buffer@1.0.1 has /home/azureuser/compair/node_modules as its parent node_modules
108126 verbose linkBins vinyl-buffer@1.0.1
108127 verbose linkMans vinyl-buffer@1.0.1
108128 silly build to-through@2.0.0
108129 info linkStuff to-through@2.0.0
108130 silly linkStuff to-through@2.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
108131 verbose linkBins to-through@2.0.0
108132 verbose linkMans to-through@2.0.0
108133 silly build through2-filter@3.0.0
108134 info linkStuff through2-filter@3.0.0
108135 silly linkStuff through2-filter@3.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
108136 verbose linkBins through2-filter@3.0.0
108137 verbose linkMans through2-filter@3.0.0
108138 silly build unique-stream@2.3.1
108139 info linkStuff unique-stream@2.3.1
108140 silly linkStuff unique-stream@2.3.1 has /home/azureuser/compair/node_modules as its parent node_modules
108141 verbose linkBins unique-stream@2.3.1
108142 verbose linkMans unique-stream@2.3.1
108143 silly build glob-stream@6.1.0
108144 info linkStuff glob-stream@6.1.0
108145 silly linkStuff glob-stream@6.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
108146 verbose linkBins glob-stream@6.1.0
108147 verbose linkMans glob-stream@6.1.0
108148 silly build remove-bom-stream@1.2.0
108149 info linkStuff remove-bom-stream@1.2.0
108150 silly linkStuff remove-bom-stream@1.2.0 has /home/azureuser/compair/node_modules as its parent node_modules
108151 verbose linkBins remove-bom-stream@1.2.0
108152 verbose linkMans remove-bom-stream@1.2.0
108153 silly build gulp-sourcemaps@1.6.0
108154 info linkStuff gulp-sourcemaps@1.6.0
108155 silly linkStuff gulp-sourcemaps@1.6.0 has /home/azureuser/compair/node_modules as its parent node_modules
108156 verbose linkBins gulp-sourcemaps@1.6.0
108157 verbose linkMans gulp-sourcemaps@1.6.0
108158 silly build gulp-util@3.0.8
108159 info linkStuff gulp-util@3.0.8
108160 silly linkStuff gulp-util@3.0.8 has /home/azureuser/compair/node_modules/gulp-print/node_modules as its parent node_modules
108161 verbose linkBins gulp-util@3.0.8
108162 verbose linkMans gulp-util@3.0.8
108163 silly build gulp-header@2.0.7
108164 info linkStuff gulp-header@2.0.7
108165 silly linkStuff gulp-header@2.0.7 has /home/azureuser/compair/node_modules as its parent node_modules
108166 verbose linkBins gulp-header@2.0.7
108167 verbose linkMans gulp-header@2.0.7
108168 silly build gulp-concat@2.6.1
108169 info linkStuff gulp-concat@2.6.1
108170 silly linkStuff gulp-concat@2.6.1 has /home/azureuser/compair/node_modules as its parent node_modules
108171 verbose linkBins gulp-concat@2.6.1
108172 verbose linkMans gulp-concat@2.6.1
108173 silly build fs-mkdirp-stream@1.0.0
108174 info linkStuff fs-mkdirp-stream@1.0.0
108175 silly linkStuff fs-mkdirp-stream@1.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
108176 verbose linkBins fs-mkdirp-stream@1.0.0
108177 verbose linkMans fs-mkdirp-stream@1.0.0
108178 silly build vinyl-fs@3.0.3
108179 info linkStuff vinyl-fs@3.0.3
108180 silly linkStuff vinyl-fs@3.0.3 has /home/azureuser/compair/node_modules as its parent node_modules
108181 verbose linkBins vinyl-fs@3.0.3
108182 verbose linkMans vinyl-fs@3.0.3
108183 silly build through2-filter@2.0.0
108184 info linkStuff through2-filter@2.0.0
108185 silly linkStuff through2-filter@2.0.0 has /home/azureuser/compair/node_modules/main-bower-files/node_modules as its parent node_modules
108186 verbose linkBins through2-filter@2.0.0
108187 verbose linkMans through2-filter@2.0.0
108188 silly build through2@0.6.5
108189 info linkStuff through2@0.6.5
108190 silly linkStuff through2@0.6.5 has /home/azureuser/compair/node_modules/main-bower-files/node_modules/glob-stream/node_modules as its parent node_modules
108191 verbose linkBins through2@0.6.5
108192 verbose linkMans through2@0.6.5
108193 silly build glob-stream@5.3.5
108194 info linkStuff glob-stream@5.3.5
108195 silly linkStuff glob-stream@5.3.5 has /home/azureuser/compair/node_modules/main-bower-files/node_modules as its parent node_modules
108196 verbose linkBins glob-stream@5.3.5
108197 verbose linkMans glob-stream@5.3.5
108198 silly build vinyl-fs@2.4.4
108199 info linkStuff vinyl-fs@2.4.4
108200 silly linkStuff vinyl-fs@2.4.4 has /home/azureuser/compair/node_modules/main-bower-files/node_modules as its parent node_modules
108201 verbose linkBins vinyl-fs@2.4.4
108202 verbose linkMans vinyl-fs@2.4.4
108203 silly build through2@2.0.3
108204 info linkStuff through2@2.0.3
108205 silly linkStuff through2@2.0.3 has /home/azureuser/compair/node_modules/gulp-clean-css/node_modules as its parent node_modules
108206 verbose linkBins through2@2.0.3
108207 verbose linkMans through2@2.0.3
108208 silly build through2@0.6.2
108209 info linkStuff through2@0.6.2
108210 silly linkStuff through2@0.6.2 has /home/azureuser/compair/node_modules/gulp-bower/node_modules as its parent node_modules
108211 verbose linkBins through2@0.6.2
108212 verbose linkMans through2@0.6.2
108213 silly build error@7.0.2
108214 info linkStuff error@7.0.2
108215 silly linkStuff error@7.0.2 has /home/azureuser/compair/node_modules as its parent node_modules
108216 verbose linkBins error@7.0.2
108217 verbose linkMans error@7.0.2
108218 silly build body@5.1.0
108219 info linkStuff body@5.1.0
108220 silly linkStuff body@5.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
108221 verbose linkBins body@5.1.0
108222 verbose linkMans body@5.1.0
108223 silly build tiny-lr@1.1.1
108224 info linkStuff tiny-lr@1.1.1
108225 silly linkStuff tiny-lr@1.1.1 has /home/azureuser/compair/node_modules as its parent node_modules
108226 verbose linkBins tiny-lr@1.1.1
108227 verbose linkMans tiny-lr@1.1.1
108228 silly build y18n@3.2.1
108229 info linkStuff y18n@3.2.1
108230 silly linkStuff y18n@3.2.1 has /home/azureuser/compair/node_modules as its parent node_modules
108231 verbose linkBins y18n@3.2.1
108232 verbose linkMans y18n@3.2.1
108233 silly build yallist@2.1.2
108234 info linkStuff yallist@2.1.2
108235 silly linkStuff yallist@2.1.2 has /home/azureuser/compair/node_modules as its parent node_modules
108236 verbose linkBins yallist@2.1.2
108237 verbose linkMans yallist@2.1.2
108238 silly build lru-cache@4.1.5
108239 info linkStuff lru-cache@4.1.5
108240 silly linkStuff lru-cache@4.1.5 has /home/azureuser/compair/node_modules as its parent node_modules
108241 verbose linkBins lru-cache@4.1.5
108242 verbose linkMans lru-cache@4.1.5
108243 silly build useragent@2.3.0
108244 info linkStuff useragent@2.3.0
108245 silly linkStuff useragent@2.3.0 has /home/azureuser/compair/node_modules as its parent node_modules
108246 verbose linkBins useragent@2.3.0
108247 verbose linkMans useragent@2.3.0
108248 silly build yargs-parser@5.0.0
108249 info linkStuff yargs-parser@5.0.0
108250 silly linkStuff yargs-parser@5.0.0 has /home/azureuser/compair/node_modules as its parent node_modules
108251 verbose linkBins yargs-parser@5.0.0
108252 verbose linkMans yargs-parser@5.0.0
108253 silly build yargs@7.1.0
108254 info linkStuff yargs@7.1.0
108255 silly linkStuff yargs@7.1.0 has /home/azureuser/compair/node_modules as its parent node_modules
108256 verbose linkBins yargs@7.1.0
108257 verbose linkMans yargs@7.1.0
108258 silly build gulp-cli@2.2.0
108259 info linkStuff gulp-cli@2.2.0
108260 silly linkStuff gulp-cli@2.2.0 has /home/azureuser/compair/node_modules as its parent node_modules
108261 verbose linkBins gulp-cli@2.2.0
108262 verbose link bins [ { gulp: 'bin/gulp.js' },
108262 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108262 verbose link bins   false ]
108263 verbose linkMans gulp-cli@2.2.0
108264 silly gentlyRm /home/azureuser/compair/node_modules/.bin/gulp is being purged
108265 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/gulp
108266 silly build yauzl@2.4.1
108267 info linkStuff yauzl@2.4.1
108268 silly linkStuff yauzl@2.4.1 has /home/azureuser/compair/node_modules as its parent node_modules
108269 verbose linkBins yauzl@2.4.1
108270 verbose linkMans yauzl@2.4.1
108271 silly build extract-zip@1.6.7
108272 info linkStuff extract-zip@1.6.7
108273 silly linkStuff extract-zip@1.6.7 has /home/azureuser/compair/node_modules as its parent node_modules
108274 verbose linkBins extract-zip@1.6.7
108275 verbose link bins [ { 'extract-zip': 'cli.js' },
108275 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108275 verbose link bins   false ]
108276 verbose linkMans extract-zip@1.6.7
108277 silly gentlyRm /home/azureuser/compair/node_modules/.bin/extract-zip is being purged
108278 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/extract-zip
108279 silly build phantomjs-prebuilt@2.1.16
108280 info linkStuff phantomjs-prebuilt@2.1.16
108281 silly linkStuff phantomjs-prebuilt@2.1.16 has /home/azureuser/compair/node_modules as its parent node_modules
108282 verbose linkBins phantomjs-prebuilt@2.1.16
108283 verbose link bins [ { phantomjs: './bin/phantomjs' },
108283 verbose link bins   '/home/azureuser/compair/node_modules/.bin',
108283 verbose link bins   false ]
108284 verbose linkMans phantomjs-prebuilt@2.1.16
108285 silly gentlyRm /home/azureuser/compair/node_modules/.bin/phantomjs is being purged
108286 verbose gentlyRm don't care about contents; nuking /home/azureuser/compair/node_modules/.bin/phantomjs
108287 silly build karma-phantomjs-launcher@1.0.4
108288 info linkStuff karma-phantomjs-launcher@1.0.4
108289 silly linkStuff karma-phantomjs-launcher@1.0.4 has /home/azureuser/compair/node_modules as its parent node_modules
108290 verbose linkBins karma-phantomjs-launcher@1.0.4
108291 verbose linkMans karma-phantomjs-launcher@1.0.4
108292 silly build yeast@0.1.2
108293 info linkStuff yeast@0.1.2
108294 silly linkStuff yeast@0.1.2 has /home/azureuser/compair/node_modules as its parent node_modules
108295 verbose linkBins yeast@0.1.2
108296 verbose linkMans yeast@0.1.2
108297 silly build engine.io-client@3.2.1
108298 info linkStuff engine.io-client@3.2.1
108299 silly linkStuff engine.io-client@3.2.1 has /home/azureuser/compair/node_modules as its parent node_modules
108300 verbose linkBins engine.io-client@3.2.1
108301 verbose linkMans engine.io-client@3.2.1
108302 silly build socket.io-client@2.1.1
108303 info linkStuff socket.io-client@2.1.1
108304 silly linkStuff socket.io-client@2.1.1 has /home/azureuser/compair/node_modules as its parent node_modules
108305 verbose linkBins socket.io-client@2.1.1
108306 verbose linkMans socket.io-client@2.1.1
108307 silly build socket.io@2.1.1
108308 info linkStuff socket.io@2.1.1
108309 silly linkStuff socket.io@2.1.1 has /home/azureuser/compair/node_modules as its parent node_modules
108310 verbose linkBins socket.io@2.1.1
108311 verbose linkMans socket.io@2.1.1
108312 silly build karma@4.2.0
108313 info linkStuff karma@4.2.0
108314 silly linkStuff karma@4.2.0 has /home/azureuser/compair/node_modules as its parent node_modules
108315 verbose linkBins karma@4.2.0
108316 verbose link bins [ { karma: './bin/karma' },
